"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"C10orf12",2.89405258935334e-11,-0.557779467723094,0.138,0.205,6.42334972206973e-07
"PFKFB3",2.9294028439688e-11,-0.687106934583661,0.362,0.448,6.50180961218875e-07
"ABHD14A",2.95455222413935e-11,-0.210325718626805,0.276,0.373,6.55762866147729e-07
"JAG2",2.96366789036881e-11,-0.834885992891578,0.02,0.05,6.57786088267358e-07
"TAAR3",2.98916882593454e-11,3.27898261680562,0.039,0.007,6.63446020916171e-07
"SLC24A5",3.0161096023424e-11,0.268891207853092,0.108,0.171,6.69425526239896e-07
"TULP4",3.06440971218138e-11,-0.414960834626058,0.758,0.832,6.80145735618658e-07
"DDX20",3.09534001355682e-11,-0.114929517569298,0.228,0.314,6.87010716008935e-07
"NAGA",3.13339875863255e-11,-0.234835021128903,0.242,0.328,6.95457854478495e-07
"RC3H2",3.17080934334049e-11,-0.137697951989941,0.505,0.612,7.03761133754422e-07
"RBM34",3.18364604807368e-11,-0.506607674687299,0.917,0.951,7.06610240369953e-07
"KLHL18",3.20536079236711e-11,-0.29845402717856,0.338,0.432,7.11429827865879e-07
"ACAP1",3.28377167550521e-11,1.47950997712735,0.055,0.017,7.28833123378382e-07
"CTNNBIP1",3.28522022675629e-11,-0.267013971518908,0.163,0.237,7.29154629328558e-07
"LMO2",3.3264788272692e-11,0.831764313425785,0.151,0.088,7.38311975712399e-07
"HBP1",3.37603616326916e-11,0.87618585049187,0.531,0.463,7.49311226437591e-07
"GEMIN4",3.38069920369753e-11,-0.485561802567579,0.219,0.3,7.50346188260668e-07
"DMTF1",3.39724295637137e-11,0.460055701984597,0.764,0.706,7.54018074166625e-07
"CAPN2",3.42048431446885e-11,0.877038840953684,0.666,0.636,7.59176493596362e-07
"COL2A1",3.42225450900838e-11,-2.5838438487874,0.022,0.053,7.59569388274409e-07
"AGO4",3.43640507346134e-11,-0.195657808762,0.341,0.43,7.62710106054745e-07
"ZNF544",3.44904668092846e-11,1.13198981728837,0.533,0.462,7.65515910832072e-07
"DLG1",3.48388231424681e-11,0.685118968297618,0.441,0.364,7.7324767964708e-07
"LZTS1",3.48445945358372e-11,-1.34315767931344,0.368,0.442,7.73375775722907e-07
"CDKN1A",3.49017173935034e-11,1.39307426385654,0.36,0.281,7.74643617548808e-07
"ATP1A1",3.54720544947781e-11,0.638666390780057,0.658,0.61,7.87302249511601e-07
"ZNF829",3.56107511353382e-11,1.13315554165725,0.766,0.776,7.9038062144883e-07
"SMIM8",3.60169014533832e-11,-0.186979695654125,0.203,0.286,7.9939512775784e-07
"RPS6KC1",3.60824333986541e-11,-0.413770799744865,0.391,0.482,8.00849609283128e-07
"NRXN3",3.61878889210743e-11,-0.984889068841472,0.58,0.678,8.03190194603245e-07
"EFHD1",3.63565906532818e-11,3.02263183489803,0.055,0.017,8.06934529549589e-07
"ARF3",3.636377720547e-11,-0.262564112798033,0.689,0.756,8.07094035075407e-07
"AKR1B1",3.65537872506523e-11,-0.110670884003086,0.647,0.741,8.11311308028227e-07
"AQP3",3.66647249788227e-11,-1.39605170560844,0.015,0.042,8.1377357090497e-07
"KDM1B",3.66683276139759e-11,-0.257362240609852,0.201,0.282,8.13853531392194e-07
"LEPREL1",3.67480274167335e-11,-0.673830057336742,0.078,0.13,8.15622468514401e-07
"SSTR1",3.71657049722148e-11,-1.70109861850992,0.01,0.033,8.24892821858307e-07
"CENPF",3.73209544297592e-11,-0.361582288928195,0.238,0.32,8.28338583568506e-07
"FAM222B",3.73782841772739e-11,-0.178742189031899,0.498,0.597,8.29611017314594e-07
"RMRP",3.73962924001833e-11,-3.59384303475184,0.036,0.075,8.30010709822069e-07
"NBPF1",3.74889237993994e-11,0.484482335683539,0.786,0.742,8.32066663727669e-07
"HOXA9",3.75049172631637e-11,0.672311384598073,0.092,0.153,8.32421638655918e-07
"FAM149B1",3.75600702872412e-11,0.109623520983625,0.119,0.184,8.33645760025318e-07
"TRIM16",3.79172533922421e-11,-0.454645736849924,0.411,0.504,8.41573439040812e-07
"POPDC3",3.85146482306808e-11,-1.64192649533119,0.008,0.03,8.54832617479961e-07
"LOC400043",3.85998962537227e-11,-0.22333235717416,0.166,0.24,8.56724697351376e-07
"SDF2L1",3.87560350920936e-11,-0.29544575842016,0.238,0.319,8.60190198869017e-07
"RASA3",3.87983876374004e-11,-1.60639198351212,0.328,0.397,8.61130213612102e-07
"SPG7",3.8973174665613e-11,-0.517252300885644,0.55,0.633,8.65009611703279e-07
"NIPA1",3.90773817921992e-11,-0.160194581388106,0.142,0.211,8.67322488877861e-07
"LOC644669",4.0926900905284e-11,-1.1648037127927,0.195,0.268,9.08372565592778e-07
"TMSB4Y",4.13369631333259e-11,0.629507745726701,0.085,0.037,9.17473896744168e-07
"DOCK10",4.19058980846463e-11,-0.306682660907291,0.442,0.539,9.30101407988726e-07
"VTI1A",4.26909607007137e-11,-0.165209186416136,0.26,0.353,9.4752587275234e-07
"LOC728392",4.31094004841265e-11,-0.292471808215484,0.215,0.297,9.56813143745188e-07
"CHEK2",4.37787146748522e-11,-0.914604225705287,0.075,0.127,9.71668572208344e-07
"CYBA",4.38144829772114e-11,-1.0787652039286,0.012,0.036,9.72462449679206e-07
"MTRNR2L1",4.44156190027358e-11,0.229882034613992,1,0.999,9.85804663765721e-07
"BNC2",4.44426031196451e-11,-1.7206454212186,0.043,0.084,9.86403576240522e-07
"IPO8",4.51481909502186e-11,-0.111527716101334,0.365,0.462,1.0020640981401e-06
"NPIP",4.51614391707003e-11,0.41470809601195,0.937,0.924,1.00235814239369e-06
"DAZ2",4.52775670608408e-11,0.769999997702545,0.006,0.025,1.00493560091536e-06
"YARS2",4.55017284644356e-11,-0.251177931916111,0.399,0.497,1.00991086326815e-06
"CAPRIN1",4.62649244828062e-11,-0.184613852447067,0.847,0.894,1.02684999889588e-06
"POU4F1",4.64820865868782e-11,2.26794757628698,0.079,0.034,1.03166991179576e-06
"OR4N2",4.65618287442048e-11,2.10681622407634,0.045,0.011,1.03343978897763e-06
"SLC30A10",4.68522006131105e-11,0.134474211182422,0.015,0.042,1.03988459260799e-06
"TMBIM6",4.68954520469326e-11,0.234108330206261,0.951,0.952,1.04084455818167e-06
"KIFC1",4.74638910913947e-11,-0.537824480610841,0.125,0.19,1.0534610627735e-06
"IFNAR2",4.77121484691484e-11,-0.30721778009888,0.461,0.548,1.05897113527275e-06
"MAN1B1",4.78784778239895e-11,-0.501953568321741,0.389,0.489,1.06266281530345e-06
"TBX15",4.80822382065243e-11,0.703883298198243,0.163,0.101,1.06718527699381e-06
"DDX60",4.81105213911281e-11,1.4746831377211,0.186,0.122,1.06781302227609e-06
"NME7",4.81971005805332e-11,-0.239065444062181,0.356,0.451,1.06973464738493e-06
"SCN9A",4.86110732811377e-11,-0.375018349586754,0.116,0.179,1.07892277147485e-06
"SCAMP3",4.87403537091226e-11,-0.235573747503333,0.612,0.705,1.08179215057398e-06
"GGT8P",4.99559957745245e-11,1.05568608359297,0.623,0.614,1.10877332621557e-06
"ADAM22",5.09744819095759e-11,0.725700901844145,0.505,0.428,1.13137862598304e-06
"KRT14",5.12241189595996e-11,-0.939483760461077,0.003,0.019,1.13691932030831e-06
"WDR76",5.12641394046095e-11,-0.49835029792662,0.577,0.664,1.13780757408531e-06
"HHEX",5.20487978401365e-11,-0.198271151243507,0.003,0.019,1.15522306806183e-06
"ABCA4",5.27091747994017e-11,-4.2555636062692,0.005,0.024,1.16988013467272e-06
"GPR107",5.38299304604464e-11,-0.265181787673446,0.444,0.542,1.19475530656961e-06
"C21orf119",5.38847796239892e-11,0.902818240042409,0.206,0.141,1.19597268375444e-06
"RERE",5.41688014581534e-11,-0.196284977223923,0.713,0.79,1.20227654836371e-06
"PMS2P4",5.46265229840197e-11,1.00665543387542,0.356,0.286,1.21243567763032e-06
"ZNF611",5.46985626819626e-11,0.706039627064448,0.47,0.403,1.21403459872616e-06
"PNMA3",5.47303682399927e-11,0.188314084761649,0.031,0.068,1.21474052308664e-06
"CITED2",5.50203114329148e-11,-0.608150113166947,0.196,0.267,1.22117581225355e-06
"RNF216",5.5140800627589e-11,0.381682565373055,0.88,0.854,1.22385006992934e-06
"SPTAN1",5.52614755226103e-11,-0.341091540705568,0.832,0.877,1.22652844922434e-06
"STAT1",5.52914867038944e-11,1.48611246607948,0.546,0.503,1.22719454739294e-06
"RYBP",5.68279470148957e-11,-0.291437361253855,0.222,0.302,1.26129628399561e-06
"LOC100505687",5.72507627029649e-11,-0.444864389216112,0.273,0.358,1.27068067819231e-06
"RCC2",5.73128151730954e-11,-0.508740319340394,0.668,0.716,1.27205793276685e-06
"SLC17A1",5.77551982880293e-11,-4.94393416653426,0.002,0.015,1.28187662600281e-06
"KRBOX1",5.87978756184287e-11,0.7658576708395,0.123,0.067,1.30501884935102e-06
"GPR85",5.89548739448083e-11,-0.612271585064494,0.078,0.131,1.30850342720502e-06
"CDH5",5.94317265457081e-11,4.16139526622398,0.033,0.005,1.31908717068199e-06
"NDP",6.03714698370396e-11,1.81349021779315,0.191,0.127,1.33994477303309e-06
"PDIA2",6.0850868728882e-11,-1.53210591874157,0.024,0.056,1.35058503143754e-06
"LMCD1-AS1",6.22411948374903e-11,-0.555692165691353,0.156,0.225,1.3814433194181e-06
"SNORD42A",6.35329687718553e-11,-2.56585260341756,0.002,0.016,1.41011424189133e-06
"GPR56",6.5053907362063e-11,0.390028433494918,0.905,0.88,1.44387147390099e-06
"CYP4V2",6.73845990090552e-11,0.651857394533471,0.96,0.975,1.49560117500598e-06
"LBX1",6.7576953919769e-11,-0.139505078530386,0.002,0.016,1.49987049224927e-06
"FLI1",6.81748563353474e-11,-1.45874189447571,0.007,0.027,1.51314093636304e-06
"TMEM117",6.87287811863148e-11,0.864088407048468,0.153,0.092,1.52543529843026e-06
"ALX1",6.99918053666695e-11,-3.11096775687964,0.004,0.021,1.55346812011323e-06
"MAL2",7.26786722442254e-11,-0.426416736252402,0.005,0.024,1.61310313046058e-06
"ALDH9A1",7.31788171970651e-11,-0.147833934490844,0.52,0.64,1.62420384768886e-06
"IQCJ-SCHIP1",7.39583898832202e-11,-1.44251089271606,0.008,0.029,1.64150646345807e-06
"CACNB3",7.52300182375688e-11,-0.360379177110046,0.273,0.357,1.66973025478284e-06
"TSPO",7.53565507349606e-11,-0.27702175988331,0.474,0.561,1.67253864356245e-06
"FAM13C",7.55972846866079e-11,-0.228598519740974,0.213,0.288,1.67788173361926e-06
"TMEM176A",7.73292754401866e-11,0.897075925171216,0.175,0.108,1.71632326839494e-06
"KEAP1",7.76935619267721e-11,0.34208274192092,0.711,0.66,1.72440860696471e-06
"MAPK12",7.81227927860379e-11,-0.712411247870947,0.149,0.216,1.73393538588611e-06
"HINT3",7.84290664477022e-11,-0.100538190661784,0.79,0.868,1.74073312980675e-06
"CD63",7.88128056375928e-11,0.440211151066224,0.895,0.901,1.74925022112637e-06
"ZNF480",7.93189472905772e-11,1.12828144219891,0.585,0.528,1.76048403511436e-06
"SPCS1",7.99614864536232e-11,0.443179464424098,0.789,0.809,1.77474519183817e-06
"CHN2",8.15768543067735e-11,2.87311120199827,0.101,0.051,1.81059828133884e-06
"CBX2",8.57753077901355e-11,-0.556129949778109,0.19,0.264,1.90378295640206e-06
"TRIM46",8.66276235026622e-11,-0.270264869261979,0.131,0.195,1.92270010364159e-06
"TOB2P1",8.67969174313365e-11,1.07102601503517,0.079,0.034,1.92645758238851e-06
"ACP2",8.7641162948386e-11,-0.349757977993736,0.386,0.473,1.94519561163943e-06
"PARP10",8.78918704517027e-11,1.55503300324506,0.162,0.1,1.95076006467554e-06
"FAM178A",8.81118520451631e-11,-0.255496069023707,0.514,0.601,1.9556425561424e-06
"HERC2P7",8.91018952116871e-11,-0.973912177325611,0.452,0.534,1.9776165642234e-06
"PDCD5",9.00001551081284e-11,0.511580887383078,0.754,0.736,1.99755344262491e-06
"ZNF776",9.00771083431511e-11,0.755015841245662,0.504,0.432,1.99926141967624e-06
"FKBP9L",9.33567460933465e-11,1.92780558335973,0.421,0.367,2.07205297954182e-06
"LZTS2",9.42769039080843e-11,-0.165549265883308,0.137,0.202,2.09247588223993e-06
"RPL13AP3",9.48896993764295e-11,-0.36803725664103,0.136,0.203,2.10607687765985e-06
"FOXM1",9.53745633077361e-11,0.222686126223898,0.251,0.334,2.1168384326152e-06
"GSG1",9.68641260081535e-11,0.52470671716654,0.925,0.938,2.14989927675097e-06
"EIF4EBP1",9.72573495991849e-11,-0.285626222732809,0.441,0.54,2.15862687435391e-06
"DEPDC1B",9.76971905389444e-11,-0.616862318940087,0.117,0.18,2.16838914401187e-06
"PLCD1",9.88583781444812e-11,-0.341491100113009,0.161,0.227,2.19416170291676e-06
"SLC29A2",9.95200115237901e-11,1.81966403189372,0.123,0.068,2.20884665577052e-06
"KIAA0101",1.00482200696401e-10,-0.137791973217342,0.471,0.568,2.23020244445662e-06
"SLC25A16",1.01323893697538e-10,0.14579355785253,0.133,0.199,2.24888382061685e-06
"ZNF770",1.02041152698362e-10,-0.113753227628283,0.516,0.599,2.26480338414015e-06
"C10orf88",1.02226989003408e-10,-0.193039402183858,0.118,0.183,2.26892802093063e-06
"RSPH4A",1.05329875217692e-10,-0.304562524146015,0.042,0.083,2.33779658045668e-06
"AP4M1",1.07704839409424e-10,0.57518515300024,0.348,0.269,2.39050891069217e-06
"PPP1CA",1.08125436709706e-10,-0.300448043263123,0.631,0.733,2.39984406777192e-06
"KCNS1",1.08136168262659e-10,-1.31834672647088,0.019,0.049,2.40008225458971e-06
"SLC2A10",1.0987193755696e-10,1.28074777818143,0.271,0.206,2.43860765407673e-06
"FLOT1",1.10909152254845e-10,-0.402461218007391,0.768,0.836,2.46162863429629e-06
"ZNF438",1.12016026035038e-10,-0.327077855294613,0.176,0.249,2.48619569784767e-06
"NPTN",1.12629997053296e-10,-0.172624123715556,0.589,0.664,2.4998227845979e-06
"CEBPG",1.1303573239722e-10,1.0478646681255,0.482,0.425,2.50882808055629e-06
"ZNF281",1.13071940676821e-10,-0.147301045773307,0.392,0.477,2.50963172332203e-06
"USP37",1.15251467189843e-10,0.980367709353449,0.365,0.295,2.55800631427855e-06
"SNRNP200",1.15431931679543e-10,0.385475464000037,0.947,0.915,2.56201172362745e-06
"JMJD1C-AS1",1.16910110337785e-10,-0.509627053063985,0.081,0.133,2.59481989894715e-06
"NKIRAS1",1.17569309180052e-10,-0.20679516747632,0.334,0.427,2.60945081725125e-06
"TMEM183B",1.18739790136418e-10,-0.269177027856153,0.398,0.495,2.6354296420778e-06
"TEAD1",1.19909372147214e-10,0.692455596275971,0.643,0.584,2.66138851480741e-06
"PCDHGA4",1.19910880364875e-10,0.770938427302321,0.196,0.128,2.66142198969841e-06
"NFE2L2",1.20258390499669e-10,0.78447936348059,0.55,0.493,2.66913497714014e-06
"REEP6",1.20825488991052e-10,1.76544965587481,0.072,0.03,2.68172172815641e-06
"UQCC",1.20840741263083e-10,0.748681430393912,0.413,0.338,2.68206025233413e-06
"PTPRE",1.21036264117604e-10,-0.784307946665836,0.292,0.371,2.68639988209023e-06
"ZC3H11A",1.21463067792837e-10,0.178726480037624,0.663,0.741,2.69587278966202e-06
"PSMD11",1.21521143008822e-10,-0.357391137782046,0.854,0.893,2.69716176908081e-06
"TCEAL5",1.21933538335e-10,0.107764574405181,0.216,0.301,2.70631488334531e-06
"RHOC",1.22255852340729e-10,-0.354546661895153,0.688,0.769,2.71346864270249e-06
"DOK4",1.22474683640964e-10,-0.360446030169303,0.127,0.192,2.71832560341119e-06
"FGF10",1.23155984301458e-10,11.8565638576112,0.023,0,2.73344707157087e-06
"LRRC49",1.24224100304857e-10,0.177119174163406,0.34,0.434,2.75715390626631e-06
"NUP188",1.24417016833725e-10,-0.192069100121832,0.588,0.689,2.76143568862453e-06
"MCM10",1.25693176148932e-10,-1.2849549773106,0.126,0.186,2.78976004462554e-06
"SH3RF1",1.28198308440886e-10,-0.305824425089051,0.465,0.558,2.84536145584547e-06
"FAM127C",1.30486979860901e-10,-0.131694476937161,0.336,0.425,2.89615851801269e-06
"HKR1",1.30830181778049e-10,0.840853545115893,0.353,0.28,2.90377588456381e-06
"GIPC1",1.31402202314081e-10,-0.477473201991977,0.276,0.36,2.91647188036104e-06
"TMEM203",1.33238144622652e-10,-0.689620169382817,0.085,0.139,2.95722061989977e-06
"MAPK8IP1",1.35805041438184e-10,-1.07817897472736,0.425,0.5,3.01419289472049e-06
"EIF2AK1",1.36506886783366e-10,0.625039211587495,0.545,0.477,3.02977035215681e-06
"KLRC3",1.38729607895108e-10,-0.384011282438725,0.219,0.299,3.07910364723192e-06
"GPR123",1.39461776760427e-10,-0.493055778962547,0.199,0.273,3.09535413519769e-06
"YY1AP1",1.39913806797287e-10,-0.252820538824746,0.629,0.701,3.10538694186579e-06
"MEIS3",1.40915690084534e-10,-0.171423334792291,0.316,0.407,3.12762374142622e-06
"PDDC1",1.42483734288442e-10,0.42299901215694,0.977,0.981,3.16242648253196e-06
"PQLC1",1.43222865896714e-10,-0.811942895911263,0.173,0.244,3.17883150857756e-06
"BACE2",1.44906756778182e-10,-0.219963979087127,0.077,0.129,3.21620546669175e-06
"RNF181",1.46617846863421e-10,-0.419148494084708,0.469,0.556,3.25418311113363e-06
"FAM179A",1.4799543607063e-10,-4.49369875775532,0.019,0.048,3.28475870358764e-06
"ZNF775",1.51257180338549e-10,-0.525505391049701,0.053,0.097,3.35715311761409e-06
"ITSN1",1.51452345982354e-10,-0.189074311446494,0.479,0.576,3.36148481907836e-06
"PCDHA4",1.52952072752866e-10,-0.322095293851146,0.141,0.206,3.39477125474986e-06
"COX5A",1.53479211227491e-10,-0.26143238037626,0.717,0.805,3.40647109319416e-06
"ZNF516",1.54405482287341e-10,-0.228159317713419,0.338,0.428,3.42702967936753e-06
"ARL8A",1.54472826872168e-10,-0.596001229779087,0.369,0.449,3.42852439242776e-06
"PGAP1",1.55343870078168e-10,0.752770749820815,0.822,0.818,3.44785719638495e-06
"EPS8",1.55478512441539e-10,0.346183034052204,0.362,0.47,3.45084558363996e-06
"SLC25A40",1.58037179460836e-10,0.895725023744681,0.312,0.241,3.50763519813326e-06
"SFMBT2",1.58687457629842e-10,-0.950274351295126,0.499,0.596,3.52206812209434e-06
"RNF213",1.58805078436454e-10,0.59857575845623,0.871,0.862,3.52467871589709e-06
"IKZF4",1.58840015787284e-10,-0.490938516134788,0.203,0.277,3.52545415039876e-06
"GPR108",1.62106801776418e-10,0.785940627312467,0.428,0.363,3.59796046542761e-06
"RAB14",1.62164343086208e-10,-0.286641493126061,0.713,0.805,3.59923759479838e-06
"TPPP3",1.65509027853593e-10,-0.453877982219836,0.247,0.32,3.67347287321049e-06
"MAD2L1BP",1.67120431377806e-10,-0.525435330611689,0.267,0.347,3.70923797443041e-06
"HIST1H4E",1.67786302107868e-10,-0.158397200054548,0.155,0.223,3.72401697528412e-06
"GFOD1",1.686323876416e-10,-0.156478244555305,0.062,0.109,3.7427958437053e-06
"BCKDK",1.71283285064366e-10,-0.360846434626198,0.448,0.546,3.8016325120036e-06
"VTI1B",1.7215411949789e-10,-0.438240890362477,0.479,0.564,3.82096068225566e-06
"LOC643669",1.74299398727852e-10,0.350701119209103,0.179,0.114,3.86857515476467e-06
"ZNF571",1.74850701397768e-10,0.90011964486102,0.196,0.129,3.88081131752347e-06
"TTC28-AS1",1.75089248011038e-10,-0.316416993239694,0.333,0.424,3.88610585960498e-06
"AKT2",1.82573129587518e-10,0.652948509667073,0.747,0.716,4.05221061119497e-06
"CHRNA9",1.84483065489651e-10,3.10480079722814,0.043,0.011,4.0946016385428e-06
"IFFO1",1.90144012093001e-10,0.682245172110304,0.415,0.336,4.22024634840417e-06
"ARCN1",1.92995335334199e-10,-0.24661003808605,0.802,0.862,4.28353146774256e-06
"PCDH10",1.93312138364258e-10,-0.151665465972805,0.392,0.486,4.2905629109947e-06
"CTNNAL1",1.97181163678232e-10,-0.157915157653929,0.34,0.441,4.37643592783836e-06
"RFX2",1.98155780883034e-10,1.10892680376285,0.185,0.121,4.39806755669895e-06
"MRGBP",1.98601498024263e-10,-0.436005275252158,0.079,0.131,4.40796024864853e-06
"TMEM66",1.99757877884892e-10,0.405558086879569,0.913,0.92,4.43362609965519e-06
"CMSS1",2.04975203371569e-10,-0.340361251038296,0.399,0.494,4.54942463883198e-06
"ZBTB9",2.0781806684645e-10,-0.644721566047675,0.18,0.251,4.61252199365697e-06
"MAFB",2.08537859662504e-10,1.66147936259711,0.141,0.084,4.62849779520928e-06
"FAM153B",2.10157390039058e-10,-2.14490783532088,0.002,0.014,4.66444327191689e-06
"STAC2",2.12165617755225e-10,-0.580179208961346,0.615,0.696,4.70901588607722e-06
"EVA1B",2.13774784618216e-10,-1.86815662301868,0.024,0.055,4.7447313446013e-06
"HNRNPA1L2",2.1920558416753e-10,-0.164164029215627,0.472,0.571,4.86526794059833e-06
"ATP10A",2.23654802957382e-10,-0.361527108329536,0.031,0.066,4.96401835163909e-06
"TAF5",2.33184183761005e-10,-0.393374878827416,0.038,0.076,5.17552295857552e-06
"MLLT10",2.36055363874258e-10,-0.128964753748425,0.389,0.485,5.23924880118915e-06
"TMCC1",2.36207962032644e-10,-0.290321003113614,0.48,0.569,5.24263571731454e-06
"FAM171B",2.36589175345146e-10,-0.21682754919135,0.413,0.517,5.25109674678553e-06
"IDUA",2.36651859135769e-10,1.02831327518375,0.188,0.121,5.2524880135184e-06
"HPRT1",2.37699268158439e-10,-0.333618257132442,0.231,0.311,5.27573525677655e-06
"LOC100131234",2.4146706228074e-10,-0.270652735970097,0.234,0.316,5.35936144732102e-06
"SESN1",2.44266384506638e-10,2.02170533762959,0.262,0.199,5.42149240412483e-06
"ZNF559-ZNF177",2.44379188781733e-10,0.687321551058368,0.184,0.12,5.42399609501055e-06
"AMPH",2.47659255156237e-10,-0.100295306037159,0.169,0.244,5.49679716819268e-06
"LRRC48",2.47945007081419e-10,0.195498824240081,0.169,0.241,5.50313943217209e-06
"RNF208",2.58299420424334e-10,-0.686393175881301,0.046,0.087,5.7329556363181e-06
"UNC5A",2.58866758982682e-10,2.21201854234995,0.052,0.016,5.74554771562063e-06
"HMGCR",2.59374357985612e-10,-0.163779985889768,0.491,0.589,5.75681387549067e-06
"PYGO2",2.60318571678848e-10,-0.641191295894521,0.289,0.366,5.77777069841204e-06
"GAS2",2.61895883075419e-10,-1.16210835991812,0.058,0.102,5.81277912485893e-06
