"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BCAN",0.000863483101706542,0.397836844741343,0.794,0.792,1
"LOC728613",0.000864421866219327,0.967688338417416,0.436,0.418,1
"JMJD6",0.000864529353667035,0.413667151381107,0.76,0.759,1
"CDT1",0.000868079347361426,-0.551204798320862,0.361,0.411,1
"SRP19",0.000870793380023739,-0.101408372224931,0.661,0.706,1
"ZDHHC13",0.000870999805120665,-0.382795307676542,0.178,0.214,1
"DGKE",0.000876205159119299,0.525127708285905,0.595,0.666,1
"STAT5A",0.000878122722753812,0.929018187169528,0.081,0.057,1
"SNX15",0.000880304963281215,0.50859817569936,0.383,0.354,1
"CYP2C18",0.000884320549402318,-2.4138830479195,0.006,0.015,1
"MAP1LC3A",0.000886829846563067,-0.161904283538445,0.47,0.527,1
"CLCN5",0.000888191725033795,1.2362143703984,0.483,0.551,1
"KCTD8",0.000889548773640234,3.73881891697144,0.024,0.011,1
"MBOAT1",0.00089096380284487,0.371890432416553,0.969,0.985,1
"WASF3",0.00089275549099237,0.4766817530754,0.416,0.379,1
"SMEK2",0.000894736593009535,0.104254681437682,0.647,0.722,1
"AIPL1",0.000895056406011923,0.342775787549136,0.629,0.644,1
"AKAP17A",0.000898583073084746,0.133432231063974,0.185,0.229,1
"KLHL17",0.000901600300393829,-0.10210683902609,0.069,0.095,1
"PEX7",0.000905303264725003,0.251502248964527,0.076,0.102,1
"C4orf3",0.000907537259600132,0.483563893439503,0.709,0.723,1
"FMO5",0.00090827384705161,1.69124519065447,0.063,0.042,1
"ARID3B",0.00091002374193896,0.523886185964617,0.252,0.215,1
"LINC00472",0.000911613771932001,0.818895969131579,0.115,0.086,1
"SPHKAP",0.000915988325394786,-0.333499526300079,0.032,0.05,1
"GBP2",0.000918814739105384,2.34676281879534,0.089,0.065,1
"ZNF600",0.000919376554094263,1.94074820628055,0.096,0.071,1
"LSR",0.000922292566948936,-0.886155109211606,0.046,0.065,1
"LOC285441",0.000927911417233384,6.72468598876026,0.013,0.004,1
"KIAA0895",0.000928301373372952,1.0967519373534,0.227,0.195,1
"LINC00852",0.000931296995137646,0.141217834418956,0.091,0.066,1
"COG3",0.000934826273372797,0.271057805097893,0.379,0.434,1
"TOM1",0.000938074860432755,-0.235972173491074,0.327,0.372,1
"CREBRF",0.000942483919786991,0.214532334651177,0.341,0.387,1
"MUC15",0.000943457621415599,-0.984073303425252,0.005,0.013,1
"TJP2",0.00094478175700537,0.225684906235557,0.099,0.073,1
"DNAH2",0.000945607888319997,0.28564836093,0.027,0.044,1
"RBM39",0.000948842822978984,0.361884467948575,0.95,0.959,1
"ATL3",0.00095131370764457,0.572327907176998,0.213,0.175,1
"HOXA-AS4",0.000952579857068717,1.96121129781195,0.028,0.014,1
"KIRREL3",0.000953051855885566,0.868494806108584,0.109,0.083,1
"LMOD1",0.000955213772479591,-0.514219868157798,0.063,0.085,1
"GGT3P",0.000956632081426378,1.08794196528586,0.025,0.012,1
"MIR630",0.000960290433332721,-0.761938418144147,0.005,0.013,1
"VWA2",0.000961010877355296,-0.629503335687126,0.225,0.268,1
"SCN2B",0.00096583823995715,0.607108961145329,0.234,0.279,1
"FGB",0.000968724918027285,0.146754244711362,0.233,0.283,1
"NDRG3",0.000970798829694862,-0.109040224273429,0.729,0.771,1
"CHTF18",0.000971721203485406,-0.608372909806832,0.265,0.308,1
"MAX",0.00097590967005335,-0.260853611924995,0.511,0.552,1
"MPHOSPH8",0.000977110319838827,-0.208173487133139,0.874,0.914,1
"PCED1A",0.00097739449234319,0.340963546802367,0.467,0.434,1
"CD3EAP",0.000978578509783813,0.38028062535162,0.796,0.814,1
"BRAF",0.000980349260138992,0.677668247182992,0.433,0.415,1
"VSIG1",0.000980858902356437,0.287456613341956,0.825,0.852,1
"SNW1",0.000982578367582141,-0.140259608774584,0.528,0.595,1
"PVRIG",0.000982713122823616,0.432420434114439,0.391,0.355,1
"PLAUR",0.000984231740350236,-0.907723507272586,0.104,0.132,1
"TAF1A",0.000984965171588413,0.419008991060189,0.431,0.487,1
"AIM2",0.000987476147235192,0.242985908016526,0.089,0.117,1
"RNASET2",0.000988545516634987,-0.307749292486219,0.139,0.171,1
"HOXC11",0.00099265881564353,-0.126707524134855,0.075,0.102,1
"USP10",0.000993140138780769,-0.190383840591186,0.74,0.782,1
"ADC",0.000993532106301068,0.57613157914722,0.145,0.115,1
"ARGFX",0.000993978124962246,0.233017526497036,0.853,0.881,1
"MAMDC4",0.000995332621278037,-0.243019404455151,0.164,0.198,1
"SNORD11",0.00100007232970145,-1.72585047963469,0.004,0.01,1
"BSPRY",0.0010004847141374,-0.785841024466185,0.004,0.01,1
"PCNT",0.00100052318606123,0.290202292139743,0.499,0.467,1
"SBF2",0.00100303666988406,0.441282426570615,0.435,0.392,1
"KIAA1199",0.00100468584492445,0.224502240728231,0.149,0.118,1
"LINC00324",0.00100566405280657,0.882318028550639,0.065,0.044,1
"CCDC43",0.00100640000342267,0.151527393372487,0.312,0.371,1
"TCP10L",0.00100871901982048,0.902878954196141,0.066,0.044,1
"CHRDL1",0.00100982124098797,0.158628616005718,0.177,0.216,1
"AMH",0.00101089718858255,-0.669731301336321,0.129,0.159,1
"CCDC92",0.00101606190382492,0.189103165231788,0.209,0.251,1
"TMEM248",0.00101744746775721,0.384098459933152,0.624,0.58,1
"SECISBP2",0.00101828920855689,-0.168907526020604,0.62,0.673,1
"C1orf173",0.00102069223991232,1.76378414568114,0.048,0.03,1
"WNT10B",0.00102383108669761,-0.962155400659322,0.004,0.01,1
"HNRNPUL1",0.00102469356404171,0.245077536662675,0.841,0.826,1
"KIAA1551",0.00102804786853104,0.20509610374238,0.345,0.398,1
"LOX",0.00102878784432598,1.13502210861205,0.103,0.077,1
"DUOX1",0.00103078334157648,0.263779010617591,0.241,0.289,1
"SNRNP48",0.00103696609153451,0.406849949387034,0.219,0.264,1
"PFN1P2",0.00103898926724257,0.969526929916873,0.379,0.35,1
"FAM57B",0.00103962137832493,-0.499579281306335,0.056,0.079,1
"TAPBPL",0.00104277787298052,0.763221079681801,0.179,0.145,1
"LOC440173",0.00104497471797245,0.171606589792493,0.622,0.703,1
"LOC441155",0.00104588531126376,0.312410760996067,0.352,0.409,1
"HOXA4",0.00104669352701702,-0.749733877819189,0.039,0.058,1
"MUSTN1",0.00104965477578361,1.02843822762299,0.061,0.04,1
"MPC2",0.00105130647251499,0.35553091388958,0.704,0.698,1
"NT5DC3",0.00105437502096601,0.433320538550586,0.92,0.945,1
"BCS1L",0.00105461727277802,0.477242336057703,0.399,0.367,1
"PIGZ",0.00106460343771519,0.435579369167777,0.113,0.084,1
"HPS6",0.00106809129607078,-0.238219823420433,0.028,0.044,1
"STON1-GTF2A1L",0.00106882823438894,-0.44041247308156,0.072,0.097,1
"RBM6",0.0010695813751893,-0.372048521579087,0.874,0.895,1
"SHD",0.00106989669221105,0.228454530096939,0.271,0.232,1
"CYP51A1",0.00107020931834899,0.579319015124431,0.947,0.953,1
"TIGD6",0.00107355670858884,0.928608536272287,0.169,0.138,1
"AASDH",0.00107385771636934,1.00866934550691,0.383,0.349,1
"MRPL45P2",0.00107458123063401,0.249385200184737,0.159,0.195,1
"ABHD12B",0.00107757995509554,1.94510380306024,0.066,0.045,1
"MCM3AP",0.00107963687126399,0.456651676222943,0.638,0.619,1
"AUP1",0.00108406086687982,-0.233544517001516,0.814,0.828,1
"SNCB",0.00108540173824018,1.11522592604891,0.052,0.033,1
"C21orf58",0.00108541223135424,0.760085366124206,0.195,0.164,1
"ING5",0.00108548428427004,0.367836080620005,0.755,0.78,1
"ASB7",0.0010901728681839,0.403562270370977,0.206,0.248,1
"RPS15AP10",0.00109141071409782,0.744457341448458,0.156,0.193,1
"CHST10",0.00109217216948429,-0.193969441596343,0.176,0.215,1
"RSPH3",0.00109223795810671,0.928567623490029,0.17,0.139,1
"MLLT1",0.00109334391221889,-0.176420655559308,0.367,0.414,1
"DEPDC1",0.0010937987465302,-0.332658161988695,0.104,0.133,1
"SPATA13-AS1",0.00109635558024125,-0.899997492863001,0.007,0.016,1
"BANF1",0.00109769689600802,-0.20535538590086,0.791,0.822,1
"LOC151484",0.00110020445740043,-1.32645834931507,0.005,0.012,1
"HOXD4",0.00110571977171624,0.522495756072403,0.064,0.088,1
"GPR19",0.00110701861426287,0.297949540174144,0.187,0.231,1
"TBC1D10A",0.00110717687840774,-0.287760954674626,0.105,0.135,1
"SNORD116-15",0.00111085421290415,2.20907080266056,0.042,0.025,1
"MIR137HG",0.0011152082708593,-0.926124858258113,0.017,0.03,1
"LPIN3",0.00112198414072486,0.174385922809315,0.601,0.631,1
"FAM134C",0.00112334139598994,-0.191384406571986,0.753,0.798,1
"FAM22A",0.00112426623630441,0.231429651243632,0.126,0.16,1
"SART3",0.00112952007327822,0.100869604719817,0.427,0.491,1
"MIR573",0.00113074407943156,-0.250446595174959,0.015,0.028,1
"TRPV3",0.00113502320305615,0.436111241095001,0.039,0.023,1
"BCAT2",0.00113964074932812,0.404937561066474,0.265,0.228,1
"FUCA1",0.00114020044235761,1.0187643865531,0.114,0.088,1
"TMEM41A",0.00114716596550317,0.181606533769039,0.649,0.697,1
"SLC25A23",0.00114731013305475,-0.127271881518071,0.231,0.271,1
"CHRFAM7A",0.00115101298416882,-0.385471748506952,0.066,0.089,1
"ZNF397",0.00115471764151625,0.872741729572424,0.342,0.316,1
"RTN3",0.00115554534848174,-0.117964776730979,0.942,0.967,1
"MAP3K3",0.0011579997288779,-0.268047311035331,0.147,0.181,1
"COX19",0.00116076101100495,0.619469147918889,0.506,0.479,1
"SEPW1",0.0011614351813571,0.205221478632016,0.878,0.911,1
"LOC113230",0.00116379453431822,1.06657597585995,0.05,0.032,1
"UCK1",0.0011657525228091,-0.250621044200297,0.364,0.412,1
"BAK1",0.00116604166756966,-0.276487135623209,0.232,0.271,1
"FAM111A",0.00116675457274428,0.752346893203094,0.44,0.415,1
"H3F3C",0.00116965580962919,0.569927997783623,0.362,0.335,1
"PDE7A",0.00117184440415217,0.380249257552836,0.631,0.699,1
"OPLAH",0.00117199425799666,1.73259616505197,0.076,0.054,1
"DIRAS3",0.00117541088978323,0.272584155124523,0.167,0.136,1
"LINC00381",0.00117607969176816,0.262815466834072,0.088,0.116,1
"EHHADH-AS1",0.00117880383950949,-0.998638459015368,0.029,0.045,1
"SLC6A1",0.00118114270548314,0.730535982757472,0.221,0.186,1
"DDX59",0.00118170726764392,0.23479997266098,0.296,0.35,1
"RAB30",0.00118288648814261,-0.15183328563906,0.285,0.334,1
"NUMBL",0.00118332391533476,0.601022273035706,0.297,0.263,1
"HLA-DQB1",0.0011873431491659,4.40094915248029,0.014,0.005,1
"KLHL22",0.00119368749065028,-0.24398070226237,0.324,0.366,1
"HOXD-AS1",0.00119430721408994,0.628141052420304,0.098,0.073,1
"PTPRH",0.00119845779044038,-0.150090064603597,0.018,0.032,1
"LOC100505715",0.00120213868067327,0.869362009929281,0.26,0.231,1
"TCEB1",0.0012061314753364,0.134252582190443,0.807,0.866,1
"MMD2",0.00120709673338894,0.436634865046752,0.37,0.431,1
"ARMC12",0.00120820405564952,1.1493763831942,0.042,0.025,1
"MON2",0.00120890449659808,0.638257607270344,0.722,0.781,1
"MT1H",0.00121329865012098,2.97182017170737,0.01,0.002,1
"TSPAN2",0.0012144556662788,1.52606093652334,0.016,0.029,1
"ZNF574",0.0012157305509702,0.503552091582399,0.379,0.35,1
"NUDT11",0.00121671709873283,0.914670450877113,0.492,0.483,1
"CCDC146",0.00121911313704089,0.825288538506476,0.176,0.145,1
"RUVBL2",0.0012191423474971,0.266048360399731,0.627,0.632,1
"SRSF10",0.0012213171910517,0.420741280263463,0.922,0.943,1
"LEKR1",0.00122212790979433,1.75010543856884,0.072,0.051,1
"ETV2",0.00123334802686527,0.346470116803235,0.024,0.011,1
"C1QTNF2",0.0012338308719016,1.64807038233479,0.291,0.269,1
"MSANTD2",0.00123838625231159,0.132534687925702,0.125,0.158,1
"ITGA11",0.00123982158782435,2.2894385454265,0.032,0.018,1
"LNX1",0.00124543148022442,2.80310906730436,0.267,0.247,1
"LOC100507584",0.00124900834121388,-0.108363787010642,0.164,0.201,1
"RBM12B-AS1",0.0012520597131682,0.285615633450634,0.234,0.2,1
"BOLA1",0.00125406917579162,0.102762514506026,0.201,0.244,1
"SLC22A18",0.0012549489816953,1.29506727479832,0.102,0.076,1
"GMEB2",0.00126028846756923,0.327161357411738,0.145,0.18,1
"KLK6",0.00126390598075154,-0.444940223602872,0.011,0.021,1
"KCNE1",0.00126406781330761,-1.37039085453603,0.005,0.012,1
"CCDC178",0.00126456081237253,2.37861210268522,0.025,0.012,1
"NKD2",0.00126854500736753,-2.13344174065499,0.005,0.012,1
"PAPLN",0.00126922222246413,0.633578337717353,0.738,0.771,1
"MRS2",0.0012759953792102,0.65068512323659,0.346,0.319,1
"C22orf23",0.0012808318594462,0.213386586118507,0.055,0.076,1
"CD58",0.00128266021752417,0.178776561984548,0.264,0.228,1
"SNORD116-20",0.00129137523242189,1.3106983904173,0.04,0.024,1
"ARHGAP19",0.00129495420264887,-0.500916635823094,0.118,0.147,1
"OPRK1",0.00129543590914579,0.996758890450258,0.364,0.426,1
"CRY1",0.00130581865020031,0.12314009803732,0.517,0.588,1
"PHRF1",0.00130790390009571,0.419761605619078,0.472,0.447,1
"ENO1-AS1",0.00131016990354985,0.428969400596206,0.026,0.013,1
"DOCK4",0.00131191177117606,0.766726919364791,0.54,0.503,1
"C16orf74",0.00131242712111748,-0.977967138099773,0.016,0.028,1
"EGLN3",0.00131890459508346,2.27992313369527,0.174,0.147,1
"ATG16L2",0.00132224663495143,-0.421681126731069,0.172,0.207,1
"YWHAG",0.00132370783185452,0.249833179591681,0.892,0.865,1
"MYO1G",0.00132477853862897,1.52838120066813,0.011,0.022,1
"AP3S2",0.0013259824683951,0.117318111097829,0.653,0.708,1
"MGC21881",0.00132891426490927,0.229698344601508,0.528,0.599,1
"CENPL",0.00132963355788242,0.530311679923323,0.322,0.381,1
"TIMM17B",0.00133292038944597,0.286836460872499,0.473,0.532,1
"TMEM37",0.00133330841292093,1.20469544633464,0.026,0.013,1
"MRPS5",0.00133364860002211,0.186315875584737,0.606,0.59,1
"LRP2",0.00133560651763192,-1.92218474893183,0.021,0.035,1
"ALKBH6",0.00133901203059054,0.431742454307646,0.237,0.202,1
"PPP2R2C",0.00134123192677185,0.709213341725599,0.025,0.012,1
"FAM26F",0.00134325662369734,-1.11926260992103,0.003,0.01,1
"USP46",0.00134463601691403,0.944182896885351,0.506,0.57,1
"NTRK1",0.0013447537667138,-0.992325436749581,0.016,0.028,1
"TBC1D26",0.00134765813722113,-0.767029109401157,0.009,0.018,1
"GDAP2",0.00135148019444908,0.215953271013175,0.721,0.784,1
"AGBL1",0.00135423397143948,-0.644176981523114,0.006,0.015,1
"FAM138B",0.00135838483620362,4.20541056323281,0.017,0.007,1
"LOC100130776",0.00136153416613666,2.12749810138357,0.191,0.167,1
"PSEN2",0.00136471843480482,0.894543404884671,0.19,0.16,1
"BBX",0.00136735586949927,0.502477961208055,0.594,0.588,1
"ZNF569",0.00137073656845887,0.522482172675036,0.239,0.205,1
"HSD11B1",0.00137154616652124,1.44526646294839,0.017,0.006,1
"LOC202181",0.00137218852644792,0.136358960626266,0.281,0.332,1
"MCF2",0.00137270039555241,-0.441643669764293,0.014,0.025,1
"EGLN1",0.00137568013187775,0.601225375497116,0.327,0.387,1
"DDIT4L",0.00137691554452339,3.24810186283857,0.023,0.011,1
"SPG20",0.00137932598132656,0.159439600649534,0.488,0.54,1
"LOC283038",0.00137936831511249,-0.217208503495087,0.026,0.042,1
"FAM105A",0.00138310606346871,0.789405371778469,0.185,0.224,1
"MCF2L-AS1",0.0013834458807176,1.15998274085055,0.052,0.033,1
"JKAMP",0.00138456359049861,0.218221301901898,0.466,0.55,1
"EXOC3",0.00139248938440692,0.20167828920173,0.287,0.338,1
"TXNRD2",0.00139340906056076,-0.490483546806996,0.162,0.195,1
"LRRC24",0.00139472243869684,-1.81102321530792,0.084,0.107,1
"JOSD1",0.00139638277389846,-0.611615765149264,0.635,0.681,1
"PCDHGB8P",0.00140007425671107,0.802585186845665,0.106,0.08,1
"OR7E24",0.00140013559916244,-0.180822743464619,0.015,0.027,1
"SMG1P1",0.00140028452242502,0.463997674580514,0.72,0.7,1
"SNORA27",0.00140055279070194,-0.374921855694025,0.015,0.027,1
"LST1",0.00140378642930835,0.221884674418207,0.016,0.028,1
"MARCH4",0.0014039506768404,1.69967298016266,0.034,0.019,1
"PAM16",0.00140966443454955,-0.264190093823712,0.285,0.325,1
"ATG13",0.00141133602006164,0.371989404665627,0.599,0.582,1
"FA2H",0.00141291546879719,0.863563102856608,0.043,0.026,1
"AQP8",0.00141550082908163,-1.29602783106625,0.009,0.018,1
"LRRTM1",0.00141823283214138,0.262865483963708,0.101,0.13,1
"IL32",0.00142032051413075,2.54420552119061,0.025,0.012,1
"PGAM4",0.00142197539232471,0.450453388036393,0.151,0.19,1
"WWOX",0.00142428956102348,0.533937372392864,0.333,0.294,1
"TRRAP",0.00142574225153305,0.229337383294471,0.715,0.674,1
"ITGA2",0.00142975132666266,0.53082786344309,0.472,0.454,1
"CIDEB",0.00142982465465188,1.01839313604876,0.121,0.153,1
"KLHDC9",0.00143339194940455,1.357643799565,0.108,0.084,1
"MGC15885",0.00143990189374897,1.47643787357319,0.019,0.008,1
"ENO1",0.00144179736826665,-0.128978247225016,0.934,0.967,1
"DGAT2",0.00144312147667397,-0.228029255905072,0.024,0.039,1
"ERI3",0.00144393749388182,-0.165969613526115,0.627,0.687,1
"PRSS37",0.00144502190765294,2.08076883038987,0.023,0.011,1
"NNT",0.0014467865670639,0.369172239626663,0.533,0.511,1
"ZNF443",0.00144838239335848,1.00867684552892,0.195,0.163,1
"SLC9A5",0.00145136506897505,0.588978388229247,0.055,0.076,1
"MIR155HG",0.00145245547155782,1.51528329733392,0.086,0.063,1
"SUCLG2",0.0014585958017921,0.580604854864037,0.351,0.321,1
"NFAM1",0.0014595542790945,0.381192956341453,0.208,0.25,1
"MFSD4",0.00146164244025032,0.285326294635943,0.358,0.417,1
"PLGLB2",0.00146349576847445,1.46716245881674,0.083,0.058,1
"TRAF6",0.00146694959683832,0.5247995855832,0.572,0.55,1
"PLEKHJ1",0.0014709672943256,-0.287738832203971,0.554,0.606,1
"SUOX",0.00147231113858918,-0.159995272903195,0.277,0.319,1
"C2CD2L",0.00147358464003071,0.279085567576918,0.073,0.098,1
"NLGN4Y-AS1",0.00147421346722877,3.04316203558735,0.02,0.008,1
"TBC1D2B",0.00147698998125782,-0.385764095382295,0.096,0.124,1
"GOLGA1",0.00147778040349901,-0.287378883580163,0.35,0.393,1
"GLMN",0.00147832425497913,0.632276827159582,0.295,0.266,1
"SLC4A7",0.00147922585796432,0.308222477442711,0.532,0.588,1
"HSP90B2P",0.00148625895575979,0.846051745507804,0.076,0.101,1
"MGAT1",0.0014879235164068,0.307780966351,0.366,0.333,1
"CLEC16A",0.00148901448595255,0.544511890625434,0.532,0.506,1
"LOC284100",0.00149126748553578,-1.14765474594748,0.004,0.011,1
"LOC284412",0.00149167505440817,0.879228899038326,0.527,0.598,1
"NUDT10",0.00150167964514662,0.589834554844986,0.254,0.306,1
"ATP5B",0.00151465998365716,0.209341885803882,0.955,0.975,1
"LSM4",0.00151684701638904,-0.269397934326065,0.675,0.727,1
"NPPC",0.00151692493949962,3.59091032176747,0.016,0.006,1
"PLSCR2",0.00151778643303449,2.36751510570416,0.035,0.02,1
"LOC100506469",0.0015191720619272,1.00296946391791,0.383,0.365,1
"ZDHHC3",0.00152228167274398,-0.104925722512593,0.805,0.858,1
"SARS2",0.00152495612488391,0.294172874461187,0.328,0.294,1
"RP9",0.00152648220685537,0.250010586320372,0.531,0.51,1
"ZNF107",0.00152709754222619,1.09714817820708,0.487,0.469,1
"ADAM10",0.00153421205826324,0.17028774477073,0.491,0.559,1
"MED10",0.00153449420330079,0.499161367360245,0.552,0.56,1
"HOXD-AS2",0.00153531370351914,-0.431809910542163,0.027,0.042,1
"RAD51C",0.0015364432541368,-0.114289918689099,0.404,0.462,1
"MYL6",0.00154003986013275,-0.208377485186174,0.972,0.966,1
"TMBIM1",0.00154211700451886,-0.383176838867865,0.318,0.265,1
"CNKSR2",0.00155188617270533,0.883070886356122,0.321,0.292,1
"LOC100132356",0.00155213985169759,0.676798510580573,0.202,0.171,1
"LOC153684",0.00156043124062159,1.12149059909842,0.074,0.053,1
"PDCL2",0.00156300815487319,2.00037323900719,0.018,0.007,1
"DGUOK",0.00156617348483652,-0.157721425214342,0.656,0.711,1
"ZFP112",0.001567548290127,0.912019092278515,0.182,0.151,1
"POLR2L",0.00157342014990761,-0.358036919717655,0.632,0.664,1
"PLOD1",0.00157544000105113,-0.139111030901109,0.425,0.477,1
"LMNB2",0.00158064007735689,-0.242165850719934,0.485,0.525,1
"RNH1",0.00158210562356072,0.303257433117738,0.59,0.572,1
"MLLT4",0.0015852062697039,0.813778385261888,0.567,0.561,1
"FAM53A",0.00158544175863988,0.525044202605083,0.01,0.02,1
"ASIC4",0.00158804971812394,-1.49177494788109,0.424,0.472,1
"HLA-DOB",0.00158934413414943,2.08766825928252,0.026,0.013,1
"SCARNA12",0.00159111394508349,-0.22419795239392,0.106,0.136,1
"CXorf64",0.00159438795957702,1.78763288072486,0.016,0.006,1
"SERINC3",0.00159452706075206,0.454433617322882,0.676,0.671,1
"DNAJC12",0.0015952156934047,0.491335578367882,0.059,0.082,1
"INSRR",0.00160149989070684,-0.297938358143917,0.029,0.045,1
"MTRF1",0.00160435163456273,-0.389920149163899,0.167,0.202,1
"STT3A",0.00160458852909993,0.218583230406983,0.697,0.765,1
"RRP7A",0.00161960604717897,-0.2032592879644,0.866,0.898,1
"CYBRD1",0.00162110952410548,0.28032633513662,0.224,0.185,1
"TOMM40",0.0016262502637566,-0.268144329388644,0.316,0.366,1
"SNORA56",0.00162647006629982,-0.842074513885756,0.011,0.021,1
"PTPN18",0.00162743161326847,0.926324369744155,0.255,0.224,1
"HSPA6",0.0016294632887453,1.63570090992754,0.053,0.034,1
"ZNF818P",0.00163071639343212,0.504973826351304,0.739,0.754,1
"UPP1",0.0016311316558362,-0.11784400989046,0.249,0.214,1
"NDUFS1",0.00164341153425907,0.412230088639578,0.543,0.508,1
"COMMD3-BMI1",0.00164643310902479,0.327248342898419,0.237,0.282,1
"ITIH2",0.00164684838889455,-0.914103718444563,0.008,0.016,1
"LOC100128822",0.00165245629178127,0.870408424151582,0.126,0.099,1
"ZNF433",0.00165399441397132,0.427175471464378,0.246,0.297,1
"ZNF431",0.00165423248302017,0.992840551267809,0.675,0.687,1
"ADRA1A",0.00165437299173457,0.67428798376698,0.778,0.808,1
"NANOS3",0.00165779324426279,0.859370187223771,0.052,0.033,1
"FCGR1A",0.00166902449652761,-0.311868106816086,0.011,0.021,1
"TAF2",0.0016781621610085,0.180369537436726,0.476,0.535,1
"TFPT",0.00168155555226045,0.614661708449415,0.308,0.277,1
"NAB2",0.00169031211162623,0.20793676907881,0.185,0.225,1
"HCG17",0.00169161991627697,-0.751406510607361,0.069,0.091,1
"CDC42SE2",0.00169832137785237,-0.201053270982343,0.554,0.607,1
"FUT2",0.00170050705142974,0.776818876318312,0.697,0.715,1
"CDK13",0.00170413958815412,0.648560460729803,0.456,0.426,1
"LOC389895",0.00170796082219915,-0.199840007683154,0.008,0.016,1
"STRIP1",0.00170883844468285,-0.166973578909973,0.536,0.584,1
"RUNDC3B",0.00171639418781895,0.22129194726601,0.043,0.062,1
"LY6G5C",0.00171640960834245,-0.440863461745999,0.124,0.153,1
"ISPD",0.00171823583926286,0.501774235608705,0.418,0.492,1
"CC2D2A",0.00171946104452475,0.150531944591334,0.748,0.801,1
"TRABD2A",0.00171974589809417,-1.10208813626619,0.006,0.014,1
"PTGER4",0.00172474699906953,3.29882409267903,0.021,0.01,1
"TPST2",0.00172764817294134,-0.741625763276032,0.164,0.195,1
"MBTD1",0.00173423000100658,0.183283784467477,0.231,0.274,1
"FKBP8",0.00173616133754121,-0.183851139420121,0.619,0.661,1
"GRN",0.00174150492937677,-0.138325405180722,0.539,0.572,1
"LOC729603",0.00174243149428365,-0.324286052411306,0.715,0.778,1
"SELRC1",0.00174824710039289,0.357413236035745,0.478,0.546,1
"TNFRSF25",0.00175253464516941,-0.726039024049321,0.073,0.097,1
"P2RX1",0.00175868564033451,1.89480475765047,0.01,0.002,1
"PMF1-BGLAP",0.0017780158486903,-0.238190537105214,0.131,0.162,1
"RNU4ATAC",0.00177959622045975,1.09209654546735,0.028,0.015,1
"VWA5B2",0.00178158494934167,1.4052735201194,0.035,0.02,1
"EFTUD1",0.00178408716955689,-0.125960860501267,0.291,0.334,1
"SMC6",0.00178531356487228,0.1071173856923,0.379,0.432,1
"ZSCAN31",0.00179068674053553,0.508419724801991,0.108,0.137,1
"SERPINF2",0.00179604600775586,3.89418156341381,0.019,0.008,1
"TUBA1B",0.00180254647411892,0.258346789972547,0.959,0.99,1
"SSSCA1",0.00180308613737154,-0.363760342540792,0.224,0.263,1
"ERBB2",0.00181129043883566,-0.190185896139429,0.232,0.266,1
"NUDT17",0.00181468853819056,0.20245127219875,0.089,0.116,1
"ZNF718",0.00181517656077579,1.07339336481166,0.175,0.216,1
"SLC10A3",0.00181612854315271,-0.136817313060236,0.047,0.067,1
"LGALS8",0.00182207495601702,0.190777678655108,0.408,0.464,1
"M1AP",0.00183110648878294,-2.09162864554525,0.028,0.043,1
"HMP19",0.00183667558070455,0.645893586384868,0.187,0.232,1
"CDC42EP2",0.00184158091157886,-0.577595491011173,0.053,0.073,1
"IRF3",0.00184177353955863,0.576824067055697,0.298,0.269,1
"ACAN",0.00184179323244589,0.619152784901383,0.044,0.063,1
"SLC35C1",0.00184561681569898,0.356929729129461,0.147,0.179,1
"ATP6V0E2-AS1",0.00184926346198285,0.932808715429819,0.085,0.063,1
"EIF3CL",0.00185539325623736,0.872743222903459,0.313,0.269,1
"ITCH",0.00185615608580069,0.331056416217804,0.671,0.648,1
"SHANK2-AS3",0.00185679055196665,0.115352046772281,0.468,0.545,1
"CCDC64",0.00185789074137351,1.14328738306744,0.058,0.039,1
"FAM229B",0.00186382696473207,0.159275449603824,0.439,0.488,1
"KLRC1",0.00186866599624172,-1.79071979767507,0.036,0.054,1
"SLC46A3",0.00187733529215672,1.00530614552529,0.077,0.055,1
"NLRP11",0.00187859483396096,1.36420246433146,0.017,0.007,1
"PGPEP1",0.00188152226959006,0.279156618941684,0.854,0.887,1
"NARS",0.00188395721215314,0.393125290434084,0.683,0.699,1
"EPHA3",0.00188595867183102,-0.20222728630267,0.106,0.133,1
"C2orf66",0.00188792660055225,0.926164262182928,0.187,0.16,1
"GMPR",0.00189690972806601,0.699938130130239,0.139,0.173,1
"ZNF28",0.0019018776885957,0.702249002810589,0.347,0.318,1
"SFT2D3",0.00190489576078221,-0.868324522849302,0.077,0.101,1
"CYP2R1",0.00190590293673695,-0.102253870769654,0.08,0.106,1
"LRRFIP1",0.00190857040670752,0.504303679924536,0.737,0.731,1
"SLC5A12",0.00191546642010716,-0.308588775476969,0.018,0.031,1
"EHD3",0.00191694364875035,0.313898134225862,0.211,0.253,1
"LRWD1",0.00192345834600444,0.306982309792829,0.48,0.447,1
"LOC100132781",0.00192462765141217,1.34756276384778,0.069,0.049,1
"CCDC136",0.00192506659419649,0.683659326029437,0.287,0.256,1
"LOC100506795",0.0019262141667575,2.31163615002263,0.023,0.011,1
"LBX2",0.00192736422904338,1.2642615977585,0.019,0.008,1
"ANKRD20A11P",0.00192770192933656,2.28717117552155,0.102,0.136,1
